system,test_id,round_trace,trace_id,attempt,call_index,tool_name,status,success,failure_reason,output_present
manager_without_recovery,T026,T026_no_recovery_round03_TT-14c8c38d_trace.json,TT-14c8c38d,1,1,CalculatorTool,success,Yes,,Yes
manager_without_recovery,T026,T026_no_recovery_round04_TT-acfb41b9_trace.json,TT-acfb41b9,1,1,CalculatorTool,success,Yes,,Yes
manager_without_recovery,T027,T027_no_recovery_round01_TT-614c05dc_trace.json,TT-614c05dc,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T027,T027_no_recovery_round02_TT-ec269415_trace.json,TT-ec269415,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T027,T027_no_recovery_round03_TT-6a30d6b5_trace.json,TT-6a30d6b5,1,1,CalculatorTool,success,Yes,,Yes
manager_without_recovery,T027,T027_no_recovery_round04_TT-82de8516_trace.json,TT-82de8516,1,1,CalculatorTool,success,Yes,,Yes
manager_without_recovery,T028,T028_no_recovery_round01_TT-3044b6f5_trace.json,TT-3044b6f5,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T028,T028_no_recovery_round02_TT-23222f5e_trace.json,TT-23222f5e,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T028,T028_no_recovery_round03_TT-f81f0426_trace.json,TT-f81f0426,1,1,CalculatorTool,success,Yes,,Yes
manager_without_recovery,T029,T029_no_recovery_round01_TT-2dd1fd12_trace.json,TT-2dd1fd12,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T029,T029_no_recovery_round01_TT-2dd1fd12_trace.json,TT-2dd1fd12,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T029,T029_no_recovery_round02_TT-f7abeb51_trace.json,TT-f7abeb51,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T029,T029_no_recovery_round02_TT-f7abeb51_trace.json,TT-f7abeb51,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T030,T030_no_recovery_round01_TT-f3927cb3_trace.json,TT-f3927cb3,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T030,T030_no_recovery_round01_TT-f3927cb3_trace.json,TT-f3927cb3,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T030,T030_no_recovery_round02_TT-d15be457_trace.json,TT-d15be457,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T031,T031_no_recovery_round01_TT-eb6474a0_trace.json,TT-eb6474a0,1,1,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T031,T031_no_recovery_round02_TT-d3d539b9_trace.json,TT-d3d539b9,1,1,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T031,T031_no_recovery_round03_TT-8b023a69_trace.json,TT-8b023a69,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T031,T031_no_recovery_round03_TT-8b023a69_trace.json,TT-8b023a69,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T032,T032_no_recovery_round01_TT-c8491b0b_trace.json,TT-c8491b0b,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T032,T032_no_recovery_round02_TT-6a8f5548_trace.json,TT-6a8f5548,1,1,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T032,T032_no_recovery_round03_TT-f4a3b18b_trace.json,TT-f4a3b18b,1,1,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T033,T033_no_recovery_round01_TT-4cf2710a_trace.json,TT-4cf2710a,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T033,T033_no_recovery_round02_TT-dd2d2d7e_trace.json,TT-dd2d2d7e,1,1,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T033,T033_no_recovery_round03_TT-7c4e3f67_trace.json,TT-7c4e3f67,1,1,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T034,T034_no_recovery_round01_TT-3b9d04ad_trace.json,TT-3b9d04ad,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T034,T034_no_recovery_round02_TT-e235b566_trace.json,TT-e235b566,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T034,T034_no_recovery_round02_TT-e235b566_trace.json,TT-e235b566,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T034,T034_no_recovery_round03_TT-cc30324b_trace.json,TT-cc30324b,1,1,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T034,T034_no_recovery_round04_TT-1a4bde95_trace.json,TT-1a4bde95,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T034,T034_no_recovery_round04_TT-1a4bde95_trace.json,TT-1a4bde95,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T035,T035_no_recovery_round01_TT-278400f5_trace.json,TT-278400f5,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T035,T035_no_recovery_round02_TT-d56a2326_trace.json,TT-d56a2326,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T035,T035_no_recovery_round03_TT-2476ca54_trace.json,TT-2476ca54,1,1,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T035,T035_no_recovery_round04_TT-56110098_trace.json,TT-56110098,1,1,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T035,T035_no_recovery_round05_TT-94fb9052_trace.json,TT-94fb9052,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T035,T035_no_recovery_round05_TT-94fb9052_trace.json,TT-94fb9052,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T036,T036_no_recovery_round01_TT-8e1a6266_trace.json,TT-8e1a6266,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T036,T036_no_recovery_round02_TT-e4d9327b_trace.json,TT-e4d9327b,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T036,T036_no_recovery_round02_TT-e4d9327b_trace.json,TT-e4d9327b,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T036,T036_no_recovery_round03_TT-3ca08ded_trace.json,TT-3ca08ded,1,1,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T037,T037_no_recovery_round01_TT-196775a3_trace.json,TT-196775a3,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T037,T037_no_recovery_round02_TT-4271da27_trace.json,TT-4271da27,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T037,T037_no_recovery_round02_TT-4271da27_trace.json,TT-4271da27,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T037,T037_no_recovery_round03_TT-cff42977_trace.json,TT-cff42977,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T037,T037_no_recovery_round03_TT-cff42977_trace.json,TT-cff42977,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T038,T038_no_recovery_round01_TT-06191f90_trace.json,TT-06191f90,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T038,T038_no_recovery_round02_TT-6cc26af2_trace.json,TT-6cc26af2,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T038,T038_no_recovery_round02_TT-6cc26af2_trace.json,TT-6cc26af2,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T038,T038_no_recovery_round03_TT-5a19b3ea_trace.json,TT-5a19b3ea,1,1,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T039,T039_no_recovery_round01_TT-0cd624d3_trace.json,TT-0cd624d3,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T039,T039_no_recovery_round02_TT-880444e5_trace.json,TT-880444e5,1,1,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T039,T039_no_recovery_round03_TT-0bb9ba7f_trace.json,TT-0bb9ba7f,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T039,T039_no_recovery_round03_TT-0bb9ba7f_trace.json,TT-0bb9ba7f,1,2,TraceSearchTool,success,Yes,,Yes
manager_without_recovery,T040,T040_no_recovery_round01_TT-e1c087ef_trace.json,TT-e1c087ef,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T040,T040_no_recovery_round02_TT-22ef0cc6_trace.json,TT-22ef0cc6,1,1,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T040,T040_no_recovery_round03_TT-5026d3d4_trace.json,TT-5026d3d4,1,1,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T041,T041_no_recovery_round01_TT-1adf7958_trace.json,TT-1adf7958,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T041,T041_no_recovery_round01_TT-1adf7958_trace.json,TT-1adf7958,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T041,T041_no_recovery_round01_TT-1adf7958_trace.json,TT-1adf7958,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T041,T041_no_recovery_round02_TT-9644b924_trace.json,TT-9644b924,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T041,T041_no_recovery_round02_TT-9644b924_trace.json,TT-9644b924,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T041,T041_no_recovery_round02_TT-9644b924_trace.json,TT-9644b924,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T042,T042_no_recovery_round01_TT-3801e8cb_trace.json,TT-3801e8cb,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T042,T042_no_recovery_round01_TT-3801e8cb_trace.json,TT-3801e8cb,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T042,T042_no_recovery_round02_TT-30489996_trace.json,TT-30489996,1,1,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T043,T043_no_recovery_round01_TT-5293126d_trace.json,TT-5293126d,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T043,T043_no_recovery_round02_TT-8c14fe5b_trace.json,TT-8c14fe5b,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T044,T044_no_recovery_round01_TT-ab293b74_trace.json,TT-ab293b74,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T044,T044_no_recovery_round01_TT-ab293b74_trace.json,TT-ab293b74,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T044,T044_no_recovery_round01_TT-ab293b74_trace.json,TT-ab293b74,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T045,T045_no_recovery_round01_TT-5af60185_trace.json,TT-5af60185,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T045,T045_no_recovery_round01_TT-5af60185_trace.json,TT-5af60185,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T045,T045_no_recovery_round01_TT-5af60185_trace.json,TT-5af60185,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T045,T045_no_recovery_round02_TT-125f548a_trace.json,TT-125f548a,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T045,T045_no_recovery_round02_TT-125f548a_trace.json,TT-125f548a,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T045,T045_no_recovery_round02_TT-125f548a_trace.json,TT-125f548a,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T046,T046_no_recovery_round01_TT-c11fc6d8_trace.json,TT-c11fc6d8,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T046,T046_no_recovery_round01_TT-c11fc6d8_trace.json,TT-c11fc6d8,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T046,T046_no_recovery_round01_TT-c11fc6d8_trace.json,TT-c11fc6d8,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T046,T046_no_recovery_round02_TT-f374836d_trace.json,TT-f374836d,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T046,T046_no_recovery_round02_TT-f374836d_trace.json,TT-f374836d,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T046,T046_no_recovery_round02_TT-f374836d_trace.json,TT-f374836d,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T047,T047_no_recovery_round01_TT-1cf03cff_trace.json,TT-1cf03cff,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T047,T047_no_recovery_round01_TT-1cf03cff_trace.json,TT-1cf03cff,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T047,T047_no_recovery_round01_TT-1cf03cff_trace.json,TT-1cf03cff,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T047,T047_no_recovery_round02_TT-29424df9_trace.json,TT-29424df9,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T047,T047_no_recovery_round02_TT-29424df9_trace.json,TT-29424df9,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T047,T047_no_recovery_round02_TT-29424df9_trace.json,TT-29424df9,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T048,T048_no_recovery_round01_TT-3bd6d88d_trace.json,TT-3bd6d88d,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T048,T048_no_recovery_round01_TT-3bd6d88d_trace.json,TT-3bd6d88d,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T048,T048_no_recovery_round01_TT-3bd6d88d_trace.json,TT-3bd6d88d,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T048,T048_no_recovery_round02_TT-fa14482b_trace.json,TT-fa14482b,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T048,T048_no_recovery_round02_TT-fa14482b_trace.json,TT-fa14482b,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T048,T048_no_recovery_round02_TT-fa14482b_trace.json,TT-fa14482b,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T049,T049_no_recovery_round01_TT-97698d58_trace.json,TT-97698d58,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T049,T049_no_recovery_round01_TT-97698d58_trace.json,TT-97698d58,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T049,T049_no_recovery_round02_TT-d482aaf7_trace.json,TT-d482aaf7,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T049,T049_no_recovery_round02_TT-d482aaf7_trace.json,TT-d482aaf7,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T050,T050_no_recovery_round01_TT-be027791_trace.json,TT-be027791,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T050,T050_no_recovery_round02_TT-5ebef377_trace.json,TT-5ebef377,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T050,T050_no_recovery_round03_TT-28aa6244_trace.json,TT-28aa6244,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T051,T051_no_recovery_round01_TT-f3100abb_trace.json,TT-f3100abb,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T051,T051_no_recovery_round01_TT-f3100abb_trace.json,TT-f3100abb,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T051,T051_no_recovery_round02_TT-f54a1ffc_trace.json,TT-f54a1ffc,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T051,T051_no_recovery_round02_TT-f54a1ffc_trace.json,TT-f54a1ffc,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T052,T052_no_recovery_round01_TT-fd871e61_trace.json,TT-fd871e61,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T052,T052_no_recovery_round01_TT-fd871e61_trace.json,TT-fd871e61,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T052,T052_no_recovery_round02_TT-21144ae7_trace.json,TT-21144ae7,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T052,T052_no_recovery_round02_TT-21144ae7_trace.json,TT-21144ae7,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T053,T053_no_recovery_round01_TT-ef423ec9_trace.json,TT-ef423ec9,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T053,T053_no_recovery_round01_TT-ef423ec9_trace.json,TT-ef423ec9,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T053,T053_no_recovery_round02_TT-191a5aeb_trace.json,TT-191a5aeb,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T053,T053_no_recovery_round02_TT-191a5aeb_trace.json,TT-191a5aeb,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T053,T053_no_recovery_round03_TT-464e2cb0_trace.json,TT-464e2cb0,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T053,T053_no_recovery_round03_TT-464e2cb0_trace.json,TT-464e2cb0,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T054,T054_no_recovery_round01_TT-8febeb5c_trace.json,TT-8febeb5c,1,1,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T054,T054_no_recovery_round01_TT-8febeb5c_trace.json,TT-8febeb5c,1,2,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T054,T054_no_recovery_round02_TT-213db8ac_trace.json,TT-213db8ac,1,1,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T054,T054_no_recovery_round02_TT-213db8ac_trace.json,TT-213db8ac,1,2,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T055,T055_no_recovery_round01_TT-8c3cf4db_trace.json,TT-8c3cf4db,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T055,T055_no_recovery_round01_TT-8c3cf4db_trace.json,TT-8c3cf4db,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T055,T055_no_recovery_round01_TT-8c3cf4db_trace.json,TT-8c3cf4db,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T055,T055_no_recovery_round02_TT-a542c726_trace.json,TT-a542c726,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T055,T055_no_recovery_round02_TT-a542c726_trace.json,TT-a542c726,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T055,T055_no_recovery_round02_TT-a542c726_trace.json,TT-a542c726,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T055,T055_no_recovery_round03_TT-c952fbb4_trace.json,TT-c952fbb4,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T055,T055_no_recovery_round03_TT-c952fbb4_trace.json,TT-c952fbb4,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T055,T055_no_recovery_round03_TT-c952fbb4_trace.json,TT-c952fbb4,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T056,T056_no_recovery_round01_TT-7dedf169_trace.json,TT-7dedf169,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T056,T056_no_recovery_round01_TT-7dedf169_trace.json,TT-7dedf169,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T056,T056_no_recovery_round01_TT-7dedf169_trace.json,TT-7dedf169,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T056,T056_no_recovery_round02_TT-187ab04f_trace.json,TT-187ab04f,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T056,T056_no_recovery_round02_TT-187ab04f_trace.json,TT-187ab04f,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T056,T056_no_recovery_round02_TT-187ab04f_trace.json,TT-187ab04f,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T057,T057_no_recovery_round01_TT-a3c35ad5_trace.json,TT-a3c35ad5,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T057,T057_no_recovery_round01_TT-a3c35ad5_trace.json,TT-a3c35ad5,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T057,T057_no_recovery_round01_TT-a3c35ad5_trace.json,TT-a3c35ad5,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T057,T057_no_recovery_round02_TT-13a8707c_trace.json,TT-13a8707c,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T057,T057_no_recovery_round02_TT-13a8707c_trace.json,TT-13a8707c,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T057,T057_no_recovery_round02_TT-13a8707c_trace.json,TT-13a8707c,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T058,T058_no_recovery_round01_TT-0a557cc0_trace.json,TT-0a557cc0,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T058,T058_no_recovery_round01_TT-0a557cc0_trace.json,TT-0a557cc0,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T058,T058_no_recovery_round02_TT-23aaed2f_trace.json,TT-23aaed2f,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T059,T059_no_recovery_round01_TT-7bf1e614_trace.json,TT-7bf1e614,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T059,T059_no_recovery_round01_TT-7bf1e614_trace.json,TT-7bf1e614,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T059,T059_no_recovery_round02_TT-5e645d15_trace.json,TT-5e645d15,1,1,RAGTool,failed,No,no_topic_consistent_grounding,Yes
manager_without_recovery,T060,T060_no_recovery_round01_TT-a32f34ae_trace.json,TT-a32f34ae,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T060,T060_no_recovery_round01_TT-a32f34ae_trace.json,TT-a32f34ae,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T060,T060_no_recovery_round01_TT-a32f34ae_trace.json,TT-a32f34ae,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T060,T060_no_recovery_round02_TT-22de5558_trace.json,TT-22de5558,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T060,T060_no_recovery_round02_TT-22de5558_trace.json,TT-22de5558,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T060,T060_no_recovery_round02_TT-22de5558_trace.json,TT-22de5558,1,3,VisualMatrixTool,success,Yes,,Yes
manager_without_recovery,T061,T061_no_recovery_round01_TT-51fc1f07_trace.json,TT-51fc1f07,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T061,T061_no_recovery_round01_TT-51fc1f07_trace.json,TT-51fc1f07,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T061,T061_no_recovery_round02_TT-5ff9b0cc_trace.json,TT-5ff9b0cc,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T061,T061_no_recovery_round02_TT-5ff9b0cc_trace.json,TT-5ff9b0cc,1,2,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T061,T061_no_recovery_round03_TT-770cfdf4_trace.json,TT-770cfdf4,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T061,T061_no_recovery_round03_TT-770cfdf4_trace.json,TT-770cfdf4,1,2,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T062,T062_no_recovery_round01_TT-fbd91e6b_trace.json,TT-fbd91e6b,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T062,T062_no_recovery_round01_TT-fbd91e6b_trace.json,TT-fbd91e6b,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T062,T062_no_recovery_round02_TT-831fd187_trace.json,TT-831fd187,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T062,T062_no_recovery_round02_TT-831fd187_trace.json,TT-831fd187,1,2,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T062,T062_no_recovery_round03_TT-8401cd4b_trace.json,TT-8401cd4b,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T062,T062_no_recovery_round03_TT-8401cd4b_trace.json,TT-8401cd4b,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T063,T063_no_recovery_round01_TT-951269ef_trace.json,TT-951269ef,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T063,T063_no_recovery_round01_TT-951269ef_trace.json,TT-951269ef,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T063,T063_no_recovery_round02_TT-826551c4_trace.json,TT-826551c4,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T063,T063_no_recovery_round02_TT-826551c4_trace.json,TT-826551c4,1,2,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T064,T064_no_recovery_round01_TT-8edb03e0_trace.json,TT-8edb03e0,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T064,T064_no_recovery_round02_TT-fa88b2b4_trace.json,TT-fa88b2b4,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T064,T064_no_recovery_round02_TT-fa88b2b4_trace.json,TT-fa88b2b4,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T064,T064_no_recovery_round03_TT-95c1d9b6_trace.json,TT-95c1d9b6,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T064,T064_no_recovery_round03_TT-95c1d9b6_trace.json,TT-95c1d9b6,1,2,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T065,T065_no_recovery_round01_TT-2e7be5ab_trace.json,TT-2e7be5ab,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T065,T065_no_recovery_round02_TT-d1b4696e_trace.json,TT-d1b4696e,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T065,T065_no_recovery_round02_TT-d1b4696e_trace.json,TT-d1b4696e,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T065,T065_no_recovery_round03_TT-8c9b3876_trace.json,TT-8c9b3876,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T065,T065_no_recovery_round03_TT-8c9b3876_trace.json,TT-8c9b3876,1,2,CalculatorTool,success,Yes,,Yes
manager_without_recovery,T065,T065_no_recovery_round03_TT-8c9b3876_trace.json,TT-8c9b3876,1,3,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T065,T065_no_recovery_round04_TT-9b527504_trace.json,TT-9b527504,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T065,T065_no_recovery_round04_TT-9b527504_trace.json,TT-9b527504,1,2,CalculatorTool,success,Yes,,Yes
manager_without_recovery,T065,T065_no_recovery_round04_TT-9b527504_trace.json,TT-9b527504,1,3,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T066,T066_no_recovery_round01_TT-ca4a505c_trace.json,TT-ca4a505c,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T066,T066_no_recovery_round01_TT-ca4a505c_trace.json,TT-ca4a505c,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T066,T066_no_recovery_round02_TT-eaee7e0d_trace.json,TT-eaee7e0d,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T066,T066_no_recovery_round02_TT-eaee7e0d_trace.json,TT-eaee7e0d,1,2,MatrixComputationTool,success,Yes,,Yes
manager_without_recovery,T066,T066_no_recovery_round02_TT-eaee7e0d_trace.json,TT-eaee7e0d,1,3,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T067,T067_no_recovery_round01_TT-573c1844_trace.json,TT-573c1844,1,1,RAGTool,success,Yes,,Yes
manager_without_recovery,T067,T067_no_recovery_round01_TT-573c1844_trace.json,TT-573c1844,1,2,CodeSandboxTool,failed,No,code_drafting_failed,Yes
manager_without_recovery,T068,T068_no_recovery_round01_TT-f4dd21d6_trace.json,TT-f4dd21d6,1,1,RAGTool,success,Yes,,Yes
