system,test_id,category,expected_tools,selected_tools,exact_tool_selection,required_execution_success,all_attempted_calls_success,workflow_status,final_validation_status,recovery_triggered,recovery_successful,strict_trace_complete,trace_element_ratio,answer_generated,operational_completion,judge_correct,official_end_to_end_success
basic_tool_use,T055,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T056,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,RAGTool;VisualMatrixTool,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T057,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;VisualMatrixTool,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T058,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T059,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T060,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T061,code_related,CodeSandboxTool,CodeSandboxTool;MatrixComputationTool,No,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T062,code_related,CodeSandboxTool,CodeSandboxTool,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T063,code_related,CodeSandboxTool;MatrixComputationTool,CodeSandboxTool,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T064,code_related,CodeSandboxTool,CodeSandboxTool;RAGTool,No,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T065,code_related,CalculatorTool;CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T066,code_related,CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T067,code_related,CodeSandboxTool,CodeSandboxTool;RAGTool,No,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T068,code_related,CodeSandboxTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T069,code_related,CodeSandboxTool;MatrixComputationTool,CodeSandboxTool;MatrixComputationTool,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T070,code_related,CodeSandboxTool;MatrixComputationTool,CodeSandboxTool;MatrixComputationTool,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T071,code_related,CodeSandboxTool;MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T072,code_related,CodeSandboxTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool;TraceSearchTool,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T073,code_related,CodeSandboxTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool;TraceSearchTool,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T074,code_related,CalculatorTool;CodeSandboxTool,CodeSandboxTool;MatrixComputationTool,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T075,code_related,CodeSandboxTool;MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T076,code_related,CalculatorTool;CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool;VisualMatrixTool,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T077,code_related,CodeSandboxTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T078,code_related,CalculatorTool;CodeSandboxTool,CodeSandboxTool;RAGTool;VisualMatrixTool,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T079,code_related,CodeSandboxTool;VisualMatrixTool,CodeSandboxTool;RAGTool;VisualMatrixTool,No,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T080,code_related,CodeSandboxTool;MatrixComputationTool;VisualMatrixTool,CodeSandboxTool;MatrixComputationTool;VisualMatrixTool,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T081,recovery_personalization_trace,RAGTool;TraceSearchTool,RAGTool;TraceSearchTool,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T082,recovery_personalization_trace,CalculatorTool;RAGTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T083,recovery_personalization_trace,RAGTool;TraceSearchTool,RAGTool;TraceSearchTool,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T084,recovery_personalization_trace,RAGTool;TraceSearchTool,RAGTool;VisualMatrixTool,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T085,recovery_personalization_trace,RAGTool;TraceSearchTool;VisualMatrixTool,MatrixComputationTool;RAGTool,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T086,recovery_personalization_trace,RAGTool;TraceSearchTool;VisualMatrixTool,MatrixComputationTool;RAGTool,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T087,recovery_personalization_trace,RAGTool;TraceSearchTool,RAGTool;TraceSearchTool;VisualMatrixTool,No,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T088,recovery_personalization_trace,RAGTool;TraceSearchTool,CodeSandboxTool;RAGTool,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T089,recovery_personalization_trace,RAGTool;TraceSearchTool;VisualMatrixTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T090,recovery_personalization_trace,CalculatorTool;RAGTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T091,recovery_personalization_trace,RAGTool,RAGTool,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T092,recovery_personalization_trace,RAGTool,RAGTool;VisualMatrixTool,No,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T093,recovery_personalization_trace,MatrixComputationTool;RAGTool;VisualMatrixTool,RAGTool;VisualMatrixTool,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T094,recovery_personalization_trace,CalculatorTool;RAGTool,MatrixComputationTool;RAGTool,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T095,recovery_personalization_trace,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T096,recovery_personalization_trace,MatrixComputationTool;RAGTool,MatrixComputationTool;RAGTool,Yes,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T097,recovery_personalization_trace,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;VisualMatrixTool,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T098,recovery_personalization_trace,CodeSandboxTool;RAGTool,CodeSandboxTool;RAGTool,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T099,recovery_personalization_trace,RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
basic_tool_use,T100,recovery_personalization_trace,RAGTool;TraceSearchTool,RAGTool;TraceSearchTool,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Pending,Pending
manager_without_recovery,T001,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T002,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T003,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T004,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T005,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T006,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T007,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T008,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T009,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T010,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T011,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,Yes,No,validated,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T012,conceptual_grounded,RAGTool,MatrixComputationTool,No,No,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T013,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T014,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T015,conceptual_grounded,RAGTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T016,conceptual_grounded,RAGTool,RAGTool,Yes,Yes,No,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T017,conceptual_grounded,RAGTool,RAGTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T018,conceptual_grounded,RAGTool,RAGTool,Yes,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T019,conceptual_grounded,RAGTool,RAGTool,Yes,Yes,No,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T020,conceptual_grounded,RAGTool,RAGTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T021,computation_verification,CalculatorTool,CalculatorTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T022,computation_verification,CalculatorTool,CalculatorTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T023,computation_verification,CalculatorTool,CalculatorTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T024,computation_verification,CalculatorTool,CalculatorTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T025,computation_verification,CalculatorTool,CalculatorTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T026,computation_verification,CalculatorTool,CalculatorTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T027,computation_verification,CalculatorTool,CalculatorTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T028,computation_verification,CalculatorTool,CalculatorTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T029,computation_verification,MatrixComputationTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T030,computation_verification,MatrixComputationTool,MatrixComputationTool;RAGTool,No,Yes,No,validated,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T031,computation_verification,MatrixComputationTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T032,computation_verification,MatrixComputationTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T033,computation_verification,MatrixComputationTool,MatrixComputationTool;RAGTool,No,Yes,No,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T034,computation_verification,MatrixComputationTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T035,computation_verification,MatrixComputationTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T036,computation_verification,MatrixComputationTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T037,computation_verification,CalculatorTool;MatrixComputationTool,MatrixComputationTool;RAGTool,No,No,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T038,computation_verification,CalculatorTool;MatrixComputationTool,MatrixComputationTool;RAGTool,No,No,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T039,computation_verification,MatrixComputationTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T040,computation_verification,MatrixComputationTool,MatrixComputationTool;RAGTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T041,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T042,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,No,No,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T043,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,RAGTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T044,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T045,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T046,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T047,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T048,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T049,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,No,No,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T050,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,RAGTool,No,No,No,validated,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T051,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T052,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T053,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T054,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;VisualMatrixTool,No,No,Yes,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T055,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T056,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T057,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T058,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,No,No,No,validated,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T059,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,No,No,No,validated,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T060,visual_step_by_step,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;VisualMatrixTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T061,code_related,CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T062,code_related,CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,No,No,fallback,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T063,code_related,CodeSandboxTool;MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T064,code_related,CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T065,code_related,CalculatorTool;CodeSandboxTool,CalculatorTool;CodeSandboxTool;MatrixComputationTool;RAGTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T066,code_related,CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T067,code_related,CodeSandboxTool,CodeSandboxTool;RAGTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T068,code_related,CodeSandboxTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T069,code_related,CodeSandboxTool;MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T070,code_related,CodeSandboxTool;MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T071,code_related,CodeSandboxTool;MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T072,code_related,CodeSandboxTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool;TraceSearchTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T073,code_related,CodeSandboxTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool;TraceSearchTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T074,code_related,CalculatorTool;CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T075,code_related,CodeSandboxTool;MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T076,code_related,CalculatorTool;CodeSandboxTool,CalculatorTool;CodeSandboxTool;RAGTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T077,code_related,CodeSandboxTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T078,code_related,CalculatorTool;CodeSandboxTool,CalculatorTool;CodeSandboxTool;RAGTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T079,code_related,CodeSandboxTool;VisualMatrixTool,CodeSandboxTool;MatrixComputationTool;RAGTool;VisualMatrixTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T080,code_related,CodeSandboxTool;MatrixComputationTool;VisualMatrixTool,CodeSandboxTool;MatrixComputationTool;RAGTool;VisualMatrixTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T081,recovery_personalization_trace,RAGTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T082,recovery_personalization_trace,CalculatorTool;RAGTool;TraceSearchTool,CalculatorTool;RAGTool;TraceSearchTool,Yes,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T083,recovery_personalization_trace,RAGTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T084,recovery_personalization_trace,RAGTool;TraceSearchTool,CalculatorTool;MatrixComputationTool;RAGTool,No,No,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T085,recovery_personalization_trace,RAGTool;TraceSearchTool;VisualMatrixTool,MatrixComputationTool;RAGTool,No,No,No,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T086,recovery_personalization_trace,RAGTool;TraceSearchTool;VisualMatrixTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T087,recovery_personalization_trace,RAGTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T088,recovery_personalization_trace,RAGTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T089,recovery_personalization_trace,RAGTool;TraceSearchTool;VisualMatrixTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,No,No,fallback,invalid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T090,recovery_personalization_trace,CalculatorTool;RAGTool;TraceSearchTool,RAGTool;TraceSearchTool,No,No,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T091,recovery_personalization_trace,RAGTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
manager_without_recovery,T092,recovery_personalization_trace,RAGTool,MatrixComputationTool;RAGTool;TraceSearchTool,No,Yes,Yes,validated,valid,No,No,Yes,1.0,Yes,Yes,Pending,Pending
